Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoFK,ShoPK,PKatt,PasTotAtt,PasTotCmp%,PasShoAtt,PasShoCmp%,PasMedAtt,PasMedCmp%,PasLonAtt,PasLonCmp%,Assists,PPA,CrsPA,PasProg,PasAtt,PasCrs,TI,CK,PasCmp,SCA,GCA,Tkl,TklWon,TklDri%,TklDriPast,BlkSh,Int,Clr,Touches,ToAtt,ToSuc,ToSuc%,ToTkl,Carries,CarProg,Car3rd,Rec,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,Recov,AerWon,AerLost,AerWon%
Kaoru Mitoma,JPN,FWDF,Brighton,Premier League,25,1997,16,930,5,1.84,1.07,57.9,0.26,0,0,0,43.4,80.1,25.6,89.8,12.4,77.3,1.84,57.9,0.1,1.46,0,3.79,43.4,1.94,0.97,0.19,34.8,3.69,0.58,2.14,1.46,62.5,0.58,0,0.39,0.78,56.1,4.47,2.43,54.3,1.46,37.3,5.83,3.2,42.3,0,0,0.49,0.97,0.39,1.94,1.46,0,0,4.85,0.68,0.39,63.6
Henrikh Mkhitaryan,ARM,MF,Inter,Serie A,34,1989,18,1149,1,1.02,0.08,7.7,0.08,0,0,0,45,86.6,21.7,93.2,16.6,85.8,4.06,75,0.08,1.17,0.47,5.23,45,1.02,0.39,0.16,39,3.2,0.47,1.95,1.25,47.1,0.7,0.16,0.78,0.78,54.2,1.17,0.39,33.3,0.63,30.5,2.19,1.95,37.5,0.23,0,1.25,1.17,0,1.02,1.25,0,0,7.27,0.23,0.63,27.3
Anthony Modeste,FRA,FW,Dortmund,Bundesliga,34,1988,14,750,2,2.53,1.08,42.9,0.1,0,0,0,13.4,57.7,6.39,66,4.58,50,0.36,33.3,0.12,0.48,0.12,0.84,13.4,0.24,0,0,7.71,1.33,0.12,0.48,0.48,40,0.36,0,0.24,2.17,22.8,0.48,0,0,0.48,10,0.36,0.12,14.9,0.48,0,1.45,0.72,0.72,0.24,0.48,0,0,1.81,3.25,4.1,44.3
Luka Modric,CRO,MF,Real Madrid,La Liga,37,1985,19,1122,3,1.68,0.32,19,0.1,0,0.08,0.08,75.1,86.9,38.8,93,23.3,88.3,8.4,68.6,0.16,1.12,0.16,8.56,75.1,3.12,0.56,2.32,65.3,4.24,0.48,1.04,0.4,50,0.56,0.4,0.4,0.4,83.6,2,0.72,36,0.96,54.8,2.24,2.64,67.7,0.32,0,1.12,0.56,0.08,3.12,0.4,0,0,3.76,0.56,0.48,53.8
Terem Moffi,NGA,FW,Nice,Ligue 1,23,1999,2,162,0,0.56,0.56,100,0,0,0,0,13.3,75,7.22,76.9,2.78,80,1.11,50,0,0.56,0.56,0,13.3,0.56,0,0,10,2.78,0.56,0,0,0,0,0,0,0.56,18.3,2.78,2.22,80,0.56,13.9,1.11,0.56,15,0,0,0,0.56,0.56,0.56,0,0,0,0.56,1.11,0.56,66.7
Terem Moffi,NGA,FW,Lorient,Ligue 1,23,1999,18,1386,12,2.14,1.17,54.5,0.33,0,0.06,0.13,13.5,74,7.6,76.1,4.29,81.8,0.32,60,0,0.32,0,1.3,13.5,0.19,0,0,10,1.69,0.26,0.52,0.32,60,0.13,0.19,0.19,0.65,23.6,2.47,1.3,52.6,0.84,17.4,1.88,1.49,17.1,0.06,0,1.1,1.1,0.26,0.19,0.32,0,0,2.27,0.84,3.05,21.7
Mostafa Mohamed,EGY,FW,Nantes,Ligue 1,25,1997,22,1203,5,2.54,0.75,29.4,0.15,0,0,0,16,58.6,8.13,64.2,4.1,58.2,1.04,57.1,0.15,0.15,0.07,1.04,16,0.45,0.07,0,9.4,1.79,0.3,0.75,0.45,55.6,0.3,0.07,0.3,2.01,27.9,1.27,0.37,29.4,0.75,15.9,0.45,0.75,18.4,0,0,2.39,1.49,0.6,0.45,0.45,0.07,0,2.31,3.58,3.88,48
Tobias Mohr,GER,DFMF,Schalke 04,Bundesliga,27,1995,12,706,0,1.15,0,0,0,0.13,0,0,55.8,60.9,14.9,81,20.9,69.3,15.9,41.1,0.26,1.03,0.38,3.08,55.8,8.21,9.62,2.44,34,2.69,0.38,0.9,0.51,28.6,0.64,0.64,1.03,2.44,65.9,0.64,0.26,40,0.26,27.2,1.79,0.64,29.6,0,0,0.51,0.38,0,8.21,0.51,0,0,5.9,0.77,1.28,37.5
Johan Mojica,COL,DF,Villarreal,La Liga,30,1992,9,457,0,0.2,0.2,100,0,0,0,0,54.5,82,21.2,91.7,21.8,91,7.06,63.9,0,0.59,0.59,2.94,54.5,6.08,7.84,0.59,44.7,2.16,0,2.35,1.76,71.4,0.39,0.39,0.39,1.18,62.2,1.96,0.78,40,0.98,38.4,4.31,2.16,37.5,0,0,0.59,1.96,0,6.08,1.76,0,0,7.25,0.78,0.39,66.7
Johan Mojica,COL,DFMF,Elche,La Liga,30,1992,3,270,0,1,0,0,0,0,0,0,59.3,71.3,24.3,87.7,23,78.3,7,23.8,0,1.33,0.33,3,59.3,4.67,10,0,42.3,1,0,2,1,66.7,0.33,0.67,1.33,1.67,69.7,3,1.33,44.4,1.33,41.7,4.67,3.67,37.3,0.67,0,1.33,1,0,4.67,1,0,0.33,11,1.33,0.33,80
Clinton Mola,ENG,DF,Stuttgart,Bundesliga,21,2001,1,15,0,0,0,0,0,0,0,0,30,50,5,100,15,66.7,5,0,0,0,0,0,30,5,15,0,15,0,0,15,5,100,0,5,5,10,70,0,0,0,0,5,0,0,0,5,0,0,0,0,5,5,0,0,5,5,5,50
Nahuel Molina,ARG,DF,Atl�tico Madrid,La Liga,24,1998,16,1374,0,0.59,0.07,11.1,0,0,0,0,59.7,72.4,27.3,90,21.4,67.9,7.12,43.1,0.07,1.5,0.52,4.12,59.7,4.25,9.54,0.39,43.3,3.27,0.26,2.09,1.37,51.4,1.11,0.2,0.46,2.03,69,1.37,0.59,42.9,0.65,34.3,2.68,1.5,41.2,0.2,0.07,0.65,0.46,0.07,4.25,1.37,0,0,4.84,0.98,1.24,44.1
Salvatore Molina,ITA,DF,Monza,Serie A,31,1992,5,229,0,0.4,0,0,0,0,0,0,45.6,75.4,22,89.1,18,80,3.2,12.5,0,2,1.6,2.8,45.6,5.6,6,0,34.4,2,0.4,2.4,2,80,0.4,0.8,0.4,0.8,55.6,1.6,0.8,50,0.4,31.6,3.6,2,34,0.4,0,1.6,1.2,0,5.6,2,0,0,4,0,0.4,0
Florent Mollet,FRA,MFFW,Nantes,Ligue 1,31,1991,3,155,0,1.18,0,0,0,1.18,0,0,47.6,75.3,17.6,90,18.2,83.9,5.29,33.3,0,1.76,0.59,7.65,47.6,4.71,0,1.76,35.9,4.71,0,1.18,0.59,33.3,1.18,0,0.59,2.94,62.4,1.18,0.59,50,0.59,42.4,1.76,1.18,39.4,0.59,0,3.53,2.35,0,4.71,0.59,0,0,3.53,0.59,1.18,33.3
Florent Mollet,FRA,MF,Schalke 04,Bundesliga,31,1991,9,410,1,2.39,0.22,9.1,0.09,0.43,0,0,33,74.3,15.4,83.1,9.78,86.7,3.26,33.3,0,0.43,0.22,3.04,33,1.96,0.43,0.87,24.6,3.04,0,0.87,0.22,28.6,1.09,0.22,0.22,0.22,44.8,1.09,0.43,40,0.65,23.9,1.3,1.74,28.5,0.22,0,0.87,1.52,0.43,1.96,0.22,0,0,5.43,0.22,2.39,8.3
Jon Moncayola,ESP,MFFW,Osasuna,La Liga,24,1998,20,1222,0,1.76,0.37,20.8,0,0,0,0,48.8,82.5,18.6,89.3,19.4,88.6,8.82,65,0,0.66,0.22,5.81,48.8,1.62,0.29,0.22,40.2,2.21,0.22,1.76,1.1,45.5,0.88,0.07,0.37,1.1,57.2,0.07,0.07,100,0,31,0.74,0.59,37.8,0.22,0,1.47,0.44,0.15,1.62,1.1,0.07,0,6.32,0.59,0.59,50
Monchu,ESP,MF,Valladolid,La Liga,23,1999,17,997,1,1.26,0.27,21.4,0.07,0.18,0,0,47.9,77.6,18.3,88.7,17,83.6,10.5,56,0.09,0.36,0.18,3.51,47.9,3.87,0,2.7,37.2,2.61,0.09,2.88,1.44,52.4,0.9,0.81,0.72,1.17,58.2,0.81,0.54,66.7,0.27,28.3,0.54,0.99,33.3,0.45,0,2.16,1.17,0,3.87,1.44,0,0.09,4.86,0.63,1.08,36.8
Daniele Montevago,ITA,FW,Sampdoria,Serie A,19,2003,6,231,0,2.69,0.38,14.3,0,0,0,0,15.4,57.5,7.69,70,3.08,50,1.15,0,0,0,0,0,15.4,0.38,0,0,8.85,2.69,0,0.38,0,0,0,0.38,0,0.38,30.4,1.54,0,0,1.54,16.2,0.38,0.38,23.5,0.38,0,3.08,1.54,1.54,0.38,0,0,0,1.92,5.38,8.85,37.8
Gonzalo Montiel,ARG,DF,Sevilla,La Liga,26,1997,13,801,0,0.45,0.11,25,0,0,0,0,55.5,77.9,26.1,87.9,21.2,78.8,4.94,43.2,0.11,0.79,0.34,3.48,55.5,3.15,6.85,0.22,43.3,2.36,0.34,1.24,0.56,66.7,0.45,0.45,1.35,1.46,64.4,1.46,0.56,38.5,0.9,34.5,2.25,1.8,39.1,0.45,0.11,1.24,0.56,0.79,3.15,0.56,0,0,5.17,1.12,1.12,50
Kieffer Moore,WAL,FW,Bournemouth,Premier League,30,1992,20,1119,4,1.37,0.48,35.3,0.24,0,0,0,25.6,58.7,13.3,62.4,6.77,64.3,1.45,55.6,0,0.4,0,1.61,25.6,0.48,0,0,15,1.29,0.16,1.05,0.89,31.3,0.89,0.4,0.08,1.61,36.2,0.89,0.08,9.1,0.48,18.1,0.81,0.65,27.9,0,0,1.77,2.26,0.08,0.48,0.89,0,0,1.94,4.44,4.11,51.9
Andrew Moran,IRL,FW,Brighton,Premier League,19,2003,1,12,0,0,0,0,0,0,0,0,20,50,10,100,10,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,60,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvaro Morata,ESP,FW,Atl�tico Madrid,La Liga,30,1992,20,1159,7,3.02,1.4,46.2,0.18,0,0,0,20.5,62.3,11.3,70.5,5.74,56.8,1.32,58.8,0.08,0.31,0.08,1.01,20.5,0.23,0,0,12.8,2.33,0.39,0.93,0.62,40,0.23,0.23,0,1.16,31,1.55,0.85,55,0.54,18.4,1.32,0.7,25.3,0.23,0,1.71,2.79,1.4,0.23,0.62,0,0,3.02,2.48,1.63,60.4
Jon Morcillo,ESP,FWMF,Athletic Club,La Liga,24,1998,9,63,0,1.43,0,0,0,0,0,0,58.6,75.6,25.7,94.4,17.1,83.3,10,42.9,1.43,4.29,1.43,2.86,58.6,8.57,0,0,44.3,5.71,1.43,1.43,0,0,1.43,0,1.43,0,68.6,7.14,4.29,60,0,50,8.57,8.57,51.4,0,0,1.43,1.43,0,8.57,0,0,0,10,0,1.43,0
Alberto Moreno,ESP,DFFW,Villarreal,La Liga,30,1992,10,606,0,1.04,0.15,14.3,0,0.15,0,0,50.9,80.4,21.8,91.1,20.7,87.1,4.63,38.7,0,1.49,0.3,2.84,50.9,2.99,6.12,0.9,40.9,1.94,0,1.49,0.3,38.5,1.19,0.15,1.79,1.94,62.1,1.34,0.3,22.2,0.75,34,2.09,2.09,38.5,0.6,0,1.79,0.75,0.15,2.99,0.3,0,0,4.18,1.04,0.9,53.8
Alex Moreno,ESP,DF,Aston Villa,Premier League,29,1993,3,216,0,2.5,0.42,16.7,0,0,0,0,69.2,69.9,34.2,81.7,22.5,72.2,3.75,22.2,0,1.25,0.83,2.5,69.2,4.58,7.5,0,48.3,2.08,0,1.25,0.83,66.7,0.42,0.42,0,1.25,82.5,3.75,0.83,22.2,2.08,44.6,2.08,1.67,52.5,0.42,0,2.5,1.67,0,4.58,0.83,0,0,7.08,0.83,0.42,66.7
Alex Moreno,ESP,DF,Betis,La Liga,29,1993,15,1350,0,0.87,0.27,30.8,0,0,0,0,46.3,75.5,22.1,89.8,16.5,72.9,4.6,44.9,0.2,0.87,0.27,2.93,46.3,1.87,9.33,0,35,1.33,0.27,1.93,1.47,51.4,1.13,0.27,1.13,2.6,58.9,2.67,0.93,35,1.4,26.7,3.27,2.4,31,0.07,0,1.13,1.27,0.07,1.87,1.47,0,0.07,5.2,0.6,1.2,33.3
Diego Moreno,ESP,DF,Osasuna,La Liga,21,2001,5,413,0,0.87,0.22,25,0,0,0,0,50,66.1,17.2,81,21.7,73,7.83,33.3,0,0.43,0.22,1.74,50,3.48,11.3,0,33,1.09,0,0.87,0.87,75,0.22,0.22,0.22,1.74,57.2,1.52,0.65,42.9,0.87,28.5,1.3,0.87,28.7,0,0,0.43,0.87,0.22,3.48,0.87,0,0,6.09,0.87,1.52,36.4
Gerard Moreno,ESP,FW,Villarreal,La Liga,30,1992,12,919,5,2.75,1.18,42.9,0.14,0,0.1,0.2,31.8,70.4,14.1,75,12.1,75.6,2.35,83.3,0.2,1.47,0.1,4.41,31.8,0.59,0.1,0,22.4,3.04,0.29,0.69,0.49,66.7,0.1,0.2,0.29,0.88,42.4,3.14,1.47,46.9,1.37,26.2,1.27,1.47,33.4,0.2,0,0.69,0.69,0.98,0.59,0.49,0,0,1.86,1.18,0.98,54.5
Marlos Moreno,COL,MFDF,Troyes,Ligue 1,26,1996,2,13,0,0,0,0,0,0,0,0,40,75,20,100,10,100,10,0,0,0,0,10,40,0,0,0,30,0,0,20,20,66.7,10,10,0,0,80,10,0,0,0,50,0,0,50,0,0,10,10,0,0,20,0,0,10,10,10,50
Tete Morente,ESP,MFDF,Elche,La Liga,26,1996,15,802,0,1.35,0.34,25,0,0,0,0,33.4,75.1,17.8,87.3,8.65,72.7,3.71,57.6,0,0.45,0.22,2.7,33.4,3.37,2.47,0.56,25.1,1.91,0,1.24,0.67,44.4,0.56,0.11,0.56,1.12,45.3,2.47,0.67,27.3,1.8,26.1,2.13,1.57,30.2,0.34,0,1.91,1.35,0.56,3.37,0.67,0,0,3.6,0.9,0.56,61.5
Ilaix Moriba,GUI,MF,Valencia,La Liga,20,2003,13,570,0,2.06,0.63,30.8,0,0,0,0,42.2,83.1,23.2,88.4,14,81.8,2.86,88.9,0.16,0.79,0.16,5.56,42.2,0.16,0.32,0,35.1,3.02,0.16,2.86,1.59,75,0.48,0,0.48,1.11,55.9,3.17,1.27,40,1.11,35.7,1.75,1.11,39.8,0.63,0.16,3.02,3.49,0,0.16,1.59,0,0,6.83,1.75,0.95,64.7
Manu Morlanes,ESP,MF,Villarreal,La Liga,24,1999,4,158,0,0,0,0,0,0,0,0,25.6,78.3,11.7,90.5,8.33,86.7,3.89,57.1,0,0,0,3.33,25.6,0,0,0,20,1.11,0,1.67,1.11,100,0,1.11,0.56,1.11,33.3,0,0,0,0,17.2,0.56,0.56,20,0,0.56,0.56,0.56,0,0,1.11,0,0,2.78,0.56,1.11,33.3
Manu Morlanes,ESP,MF,Mallorca,La Liga,24,1999,1,27,0,0,0,0,0,0,0,0,56.7,88.2,23.3,100,23.3,71.4,10,100,0,3.33,0,3.33,56.7,3.33,0,0,50,0,0,3.33,3.33,0,3.33,0,0,3.33,66.7,0,0,0,0,36.7,3.33,0,40,0,0,3.33,0,0,3.33,3.33,0,0,0,0,0,0
Nikola Moro,CRO,MF,Bologna,Serie A,24,1998,9,418,0,1.09,0.22,20,0,0,0,0,52.6,75.6,19.1,76.1,21.1,84.5,9.57,68.2,0.22,0.65,0,6.74,52.6,0.65,0.43,0,39.8,2.61,0.43,1.74,0.87,37.5,1.09,0,0.65,1.3,60.9,0.87,0.87,100,0,32.6,0.22,0.65,38.7,0,0,0.65,0.43,0,0.65,0.87,0,0,7.83,1.3,1.09,54.5
Cristhian Mosquera,COL,DF,Valencia,La Liga,18,2004,3,145,0,1.25,0,0,0,0,0,0,40.6,81.5,20.6,87.9,14.4,87,5.63,44.4,0,0,0,0.63,40.6,0.63,11.3,0,33.1,0.63,0,2.5,1.25,80,0.63,0,0.63,3.13,50.6,0,0,0,0,23.8,0,0.63,23.8,0,0,0,0.63,0,0.63,1.25,0,0,5,1.88,1.25,60
Dany Mota,POR,FWMF,Monza,Serie A,24,1998,15,996,3,1.35,0.36,26.7,0.2,0,0,0,28.1,67.6,14.9,77.6,8.47,68.1,1.53,58.8,0,0.63,0.36,1.26,28.1,2.52,0.27,0,19,2.7,0.18,0.45,0.36,50,0.09,0.09,0.18,1.26,39.9,2.79,1.17,41.9,1.17,24.8,3.33,1.8,30.4,0.09,0,1.26,1.71,0.9,2.52,0.36,0.09,0,2.79,1.8,2.61,40.8
Lebo Mothiba,RSA,FWMF,Strasbourg,Ligue 1,27,1996,12,263,2,2.07,0.69,33.3,0.33,0,0,0,20,70.7,9.66,78.6,6.55,78.9,1.38,0,0,0,0,1.72,20,1.03,0.34,0,14.1,0.69,0.34,0.34,0,0,0.34,0,0,1.38,32.1,1.72,0.34,20,1.03,23.1,1.38,0.34,23.4,0,0,2.07,1.38,0,1.03,0,0,0,2.41,1.38,4.14,25
Youssoufa Moukoko,GER,FW,Dortmund,Bundesliga,18,2004,18,949,6,2.76,1.52,55.2,0.21,0,0,0,15.5,7.06E+01,7.33,80.5,4,78.6,0.76,62.5,0.29,0.48,0,0.95,15.5,0.29,0,0,11,1.81,0.48,1.14,0.57,50,0.29,0.00E+00,0.1,0.1,27,3.14,1.05,33.3,1.9,15.5,0.57,0.48,16.5,0,0,0.57,0.67,0.1,0.29,0.57,0,0,2.67,0.48,0.29,62.5
Mason Mount,ENG,MFFW,Chelsea,Premier League,24,1999,21,1539,3,1.81,0.53,29,0.1,0.12,0,0,43.2,75.2,22.5,85.2,12.2,76.6,4.74,53.1,0.12,1.46,0.29,5.38,43.2,3.68,0.29,1.99,32.5,3.16,0.41,1.7,0.94,52.2,0.64,0.35,0.41,0.53,53.5,1.7,0.88,51.7,0.64,29,2.69,1.93,37.4,0.18,0,1.4,1.52,0.06,3.68,0.94,0,0,4.74,0.47,0.7,40
Lucas Moura,BRA,MFDF,Tottenham,Premier League,30,1992,8,98,0,0.91,0,0,0,0,0,0,49.1,70.4,29.1,81.3,14.5,68.8,0.91,0,0,3.64,0.91,6.36,49.1,5.45,2.73,0.91,34.5,4.55,0,6.36,4.55,50,0.91,0,1.82,0.91,68.2,6.36,1.82,28.6,4.55,36.4,2.73,2.73,45.5,0,0,0.91,2.73,0,5.45,4.55,0,0,5.45,1.82,0.91,66.7
Bevic Moussiti-Oko,CGO,FW,Ajaccio,Ligue 1,28,1995,17,698,1,2.56,0.9,35,0.05,0,0,0,20.9,55.2,10.5,63.4,6.41,46,1.28,50,0,0.26,0,1.28,20.9,0.51,0,0,11.5,2.31,0,0.38,0.13,50,0.13,0.38,0.26,1.03,33.5,3.33,1.67,50,1.67,20.4,1.28,1.03,24.4,0.13,0,2.31,2.82,0.26,0.51,0.13,0,0,3.46,6.79,6.03,53
Joao Moutinho,POR,MF,Wolves,Premier League,36,1986,20,1396,0,0.77,0.06,8.3,0,0.19,0,0,53.4,81.8,17.6,88.3,25.4,87.6,7.1,67.3,0.13,1.23,0.26,7.16,53.4,2.52,0.19,1.23,43.7,3.23,0.19,2.65,1.42,38.5,1.55,0.32,0.9,0.84,61.6,0.45,0.19,42.9,0.26,30.7,0.84,1.16,38.8,0.13,0,1.48,0.65,0.06,2.52,1.42,0,0,5.35,0.39,1.1,26.1
Joao Moutinho,POR,DFFW,Spezia,Serie A,25,1998,4,58,0,0,0,0,0,0,0,0,70,71.4,33.3,90,20,75,10,16.7,0,0,0,1.67,70,5,13.3,0,50,1.67,0,11.7,1.67,75,1.67,1.67,0,0,85,0,0,0,0,30,0,1.67,40,0,0,1.67,0,0,5,1.67,0,0,11.7,0,1.67,0
Samuel Moutoussamy,COD,MF,Nantes,Ligue 1,26,1996,19,1161,0,1.24,0.31,25,0,0,0,0,40.9,84.8,17.1,87.8,16.2,90.9,4.11,73.6,0.16,0.47,0.08,5.27,40.9,0.31,0.16,0,34.7,1.78,0.16,2.64,1.71,39.1,1.09,0.16,1.16,0.47,50.5,0.7,0.23,33.3,0.31,36,1.16,0.93,32.8,0.39,0,1.09,0.78,0,0.31,1.71,0,0,5.19,1.09,1.71,38.9
